Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
$	NULL	5	U+0024		
^a$	a	6	U+005E U+0061 U+0024	"a"	Saramaccan
^i$	i	1	U+005E U+0069 U+0024	"i"	Saramaccan
^u$	u	3	U+005E U+0075 U+0024	"u"	Saramaccan
^mösimö́si$	m ö/ɔ s i m ö́/ɔ s i	1	U+005E U+006D U+00F6 U+0073 U+0069 U+006D U+00F6 U+0301 U+0073 U+0069 U+0024	"mösimö́si"	
_	_	67	U+005F	"bulí_búka,téni_a_féífi,óto__jéside"	Saramaccan
a	a	256	U+0061	"lapëkökö́ni,sipaí,sumáásaba"	Saramaccan
b	b	110	U+0062	"jésíbúka,paabí,së́bën"	Saramaccan
d	d	57	U+0064	"hédi,logodá,tjá_hédi"	Saramaccan
e	e	36	U+0065	"bebé,dendá,peéli"	Saramaccan
f	f	63	U+0066	"bófo,míndífési,unfá"	Saramaccan
g	g	54	U+0067	"bigí,sigalë́ti,sugúu"	Saramaccan
h	h	11	U+0068	"ahö́máun,buukáhédi,búnúhédi"	Saramaccan
i	i	134	U+0069	"batiléífátu,opión,sikópu"	Saramaccan
j	j	50	U+006A	"azönkíjënjën,bajá,kujë́ë"	Saramaccan
k	k	246	U+006B	"húku,síki,sónúkúmútu"	Saramaccan
l	l	86	U+006C	"alá,peláwósu,tolá"	Saramaccan
m	m	119	U+006D	"kasikaásímááka,taamáni,tómpi"	Saramaccan
n	n	147	U+006E	"lántímááka,línzo,sónugo"	Saramaccan
o	o	69	U+006F	"boóki,kondá,koósuma"	Saramaccan
p	p	80	U+0070	"pakapaka,pë́pë,séépi"	Saramaccan
s	s	137	U+0073	"físi,kasikaásímááka,núsúbáaku"	Saramaccan
t	t	241	U+0074	"fínga_u_fútu,kö́tö,paáta"	Saramaccan
u	u	140	U+0075	"fufúuma,hói_kuútu,sukúfu"	Saramaccan
v	v	8	U+0076	"aviti,taángávë́ntu,vívo"	Saramaccan
w	w	49	U+0077	"híniwánten,suwá,tuwálufu"	Saramaccan
z	z	8	U+007A	"azönkíjënjën,lánza,púu_zéibóto"	Saramaccan
á	á/a	396	U+00E1	"bákámíndí,kasába,pái"	Saramaccan
é	é/e	131	U+00E9	"djégi,féífi,wéésée"	Saramaccan
ë	ë/ɛ	25	U+00EB	"lë́bën,sëmbë,së́bën"	Saramaccan
í	í/i	258	U+00ED	"bákágángáá_ángísa,kamían,më́sítë"	Saramaccan
ó	ó/o	159	U+00F3	"agómáun,kwátíwójo,wómígánía"	Saramaccan
ö	ö/ɔ	29	U+00F6	"azönkíjënjën,kölö́ku,lapëkökö́ni"	Saramaccan
ú	ú/u	166	U+00FA	"lúku,lúsu_[someone]_púu,na_únten"	Saramaccan
^a	a	62	U+005E U+0061	"a_fési,aniítiputu,aái"	Saramaccan
^b	b	159	U+005E U+0062	"biibíífóo,bákáfútu,básusë"	Saramaccan
^d	d	54	U+005E U+0064	"dá,dë́dë,dúngu"	Saramaccan
^f	f	90	U+005E U+0066	"fulufulu,físíkákísa,fútu"	Saramaccan
^g	g	61	U+005E U+0067	"gabián,goútu,gulí"	Saramaccan
