Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
$	NULL	162	U+0024		
9$	NULL	1	U+0039 U+0024	"saay9"	
่$	NULL	1	U+0E48 U+0024	"thàankhú่"	Thai
^dinfáa-aakàat$	d i n f áa/aː + aː k àa/aː t	1	U+005E U+0064 U+0069 U+006E U+0066 U+00E1 U+0061 U+002D U+0061 U+0061 U+006B U+00E0 U+0061 U+0074 U+0024	"dinfáa-aakàat"	Thai
-	+	1	U+002D	"khwaam-ìtchǎa"	Thai
?	ʔ	16	U+003F	"?ɔ̀ɔn?aeae,lâo?aŋùn,phrá?aathít"	Thai
_	_	5	U+005F	"hây_duu,hây_yʉʉm,rooŋ_phayaabaan"	Thai
a	a	780	U+0061	"nûat,praysanii,saphôok"	Thai
b	b	35	U+0062	"kabaan,krabìi,lâenbay"	Thai
c	c	43	U+0063	"kaansûmcoomtii,khrʉ̂aŋcàk,khâaphacâaw"	Thai
d	d	47	U+0064	"?udɔɔn,kalandə̂ə,khrʉ̂aŋdʉ̀ʉm"	Thai
e	e	216	U+0065	"khonplàeknâa,khèetdaaen,mâeaeyaay"	Thai
f	f	11	U+0066	"fayfáa,fǎafàeaet,kaafaeae"	Thai
h	h	45	U+0068	"?aahǎanklaaŋwan,rátthabaan,thúpphíkkhaphay"	Thai
i	i	79	U+0069	"chiwhǎa,phǐifáa,thîinîi"	Thai
k	k	98	U+006B	"kaaŋkeeŋ,phríkthay,yaakaaráet"	Thai
l	l	97	U+006C	"banlay,nâaklìat,salàk"	Thai
m	m	134	U+006D	"náamtaan,phamɔɔn,yaimaeaeŋmum"	Thai
n	n	158	U+006E	"mɔɔraná,thîinɔɔn,tônkhǎa"	Thai
o	o	70	U+006F	"khoncharaa,khrʉ̂aŋyon,rátthamontrii"	Thai
p	p	45	U+0070	"hǎyplaaráa,hǐnlápmîit,maeaeŋpɔ̀ŋ"	Thai
r	r	114	U+0072	"bùttrii,sàttraa,sòkkapròk"	Thai
s	s	40	U+0073	"bɔɔrisùt,phaasǐi,sʉ̂ʉsàt"	Thai
t	t	90	U+0074	"?àtsatà,kratàay,phɔ̂ɔtaa"	Thai
u	u	49	U+0075	"banpháburùt,khlum,mâeaebuntham"	Thai
w	w	41	U+0077	"chaawnaa,mâakkwàa,suwan"	Thai
y	j	100	U+0079	"máaytháaw,phayaa,phayaan"	Thai
à	à/a	135	U+00E0	"khamàp,khâawfàe,phàendinwǎy"	Thai
á	á/a	93	U+00E1	"kɔɔŋtháp,lûuksapháy,páttìk"	Thai
â	â/a	105	U+00E2	"châŋmáay,khâm,lâen"	Thai
è	è/e	26	U+00E8	"cèt,sèt,sǒmsèt"	Thai
é	é/e	18	U+00E9	"hét,yaamét,yép"	Thai
ê	ê/e	5	U+00EA	"lên,sên,sênlʉ̂at"	Thai
ì	ì/i	60	U+00EC	"dìŋ,sìt,sǎntìphâap"	Thai
í	í/i	57	U+00ED	"naaywaanít,phíphâaksǎa,thídaa"	Thai
î	î/i	63	U+00EE	"hîŋ,khîikìat,yîisìp"	Thai
ò	ò/o	43	U+00F2	"cìŋcòk,kòp,náamtòk"	Thai
ó	ó/o	37	U+00F3	"sǐnthóp,wáníphók,yók"	Thai
ô	ô/o	12	U+00F4	"krathôm,sôm,tôm"	Thai
ù	ù/u	52	U+00F9	"bùttrii,sùnák,sùphaa"	Thai
ú	ú/u	19	U+00FA	"khúk,máthúrót,thúp"	Thai
û	û/u	33	U+00FB	"dûay,nûat,sûam"	Thai
ě	ě/e	11	U+011B	"khěm,khěmklàt,měn"	Thai
ŋ	ŋ	88	U+014B	"mǎacîŋcɔ̀ɔk,pàakchɔ̂ŋkhlɔ̂ɔt,rɔɔŋtháaw"	Thai
ǎ	ǎ/a	201	U+01CE	"khǎykhuaŋ,phuukhǎo,thîisǎam"	Thai
ǐ	ǐ/i	50	U+01D0	"phaasǐi,sǐisà,sǐn"	Thai
ǒ	ǒ/o	29	U+01D2	"hǒn,sǒŋsǎan,sǒŋsǎy"	Thai
ǔ	ǔ/u	37	U+01D4	"sǔutibàt,sǔuŋ,thǔŋnɔ̂ɔŋ"	Thai
ɔ	ɔ	2	U+0254	"phárʉ́hàtsàbɔdii,prathaanaathíbɔdii"	Thai
ə	ə	3	U+0259	"póotsəkáat,ŋən"	Thai
ʉ	ʉ	13	U+0289	"miikhlʉ̂ʉn,phʉ̂ʉt,sʉ̂ʉsàt"	Thai
^?	ʔ	95	U+005E U+003F	"?aacaan,?àatchayaakam,?ìt"	Thai
^b	b	78	U+005E U+0062	"buuchaa,bìdaa,bɔ̀y"	Thai
^c	c	50	U+005E U+0063	"con,càkkrayaan,cùt"	Thai
^d	d	59	U+005E U+0064	"daaw,damrii,dìp"	Thai
^f	f	34	U+005E U+0066	"fáaphàa,fǎafàeaet,fǎŋ"	Thai
^h	h	73	U+005E U+0068	"hàt,hàtthǐi,hîŋ"	Thai
^k	k	91	U+005E U+006B	"kam,kasèettrakɔɔn,kwaaŋ"	Thai
^l	l	123	U+005E U+006C	"la?ɔɔŋ,laeae,làŋ"	Thai
^m	m	127	U+005E U+006D	"mîitkoon,múk,mǔu"	Thai
^n	n	122	U+005E U+006E	"nay,nùm,nǔu"	Thai
^p	p	67	U+005E U+0070	"pâa,pâaythabianrót,pìi"	Thai
^r	r	96	U+005E U+0072	"raŋkhaeae,rǐan,rʉ̌ʉ"	Thai
^s	s	194	U+005E U+0073	"sâaŋ,sìpsɔ̌ɔŋ,sùttháay"	Thai
^t	t	89	U+005E U+0074	"talɔ̀ɔt,tiin,tuakinmót"	Thai
^w	w	51	U+005E U+0077	"weelaa,wiwâat,wâa"	Thai
^y	j	66	U+005E U+0079	"yaasùup,yâak,yǐŋcharaa"	Thai
^ŋ	ŋ	24	U+005E U+014B	"ŋao,ŋən,ŋʉ̀ak"	Thai
a$	a	68	U+0061 U+0024	"maŋsǎa,phaahǎa,sǐa"	Thai
aa	aː	231	U+0061 U+0061	"?ùtthayaan,rátthabaan,yaacòk"	Thai
ch	tɕ	37	U+0063 U+0068	"dèkphûuchaay,kaanchìityaa,raachaa"	Thai
e$	e	35	U+0065 U+0024	"kàe,phàeae,pháe"	Thai
ee	eː	17	U+0065 U+0065	"pheelaa,pleew,weelaa"	Thai
i$	i	27	U+0069 U+0024	"kâo?îi,phîi,rooŋsǐi"	Thai
ia	ia	24	U+0069 U+0061	"khiaw,lia,mia"	
ii	iː	17	U+0069 U+0069	"chiiwaa,piin,thawiikhuun"	Thai
k$	k	179	U+006B U+0024	"lék,mêek,páttìk"	Thai
kh	kʰ	53	U+006B U+0068	"hǐnsǒokhrôok,khòmkhʉ̌ʉn,thàankhú่"	Thai
kk	kk	27	U+006B U+006B	"?òkkày,càkkrayaan,khúkkhào"	Thai
ks	ks	19	U+006B U+0073	"kradùuksǎnlǎŋ,lûuksapháy,phíphâaksǎa"	Thai
kw	k w	1	U+006B U+0077	"máaykwàat"	Thai
